frame,timestamp,rgb_path,depth_path,accel_x,accel_y,accel_z,gyro_x,gyro_y,gyro_z,steering,throttle,brake,speed
0,20250501_180605_720043,output/rgb/20250501_180605_720043.jpg,output/depth/20250501_180605_720043.png,31512.009765625,-3681.11328125,-60.60541915893555,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,20250501_180605_815042,output/rgb/20250501_180605_815042.jpg,output/depth/20250501_180605_815042.png,0.0019630491733551025,-0.008235534653067589,9.703720092773438,4.824509233003482e-05,-0.00038683382445015013,-8.506748940817488e-07,-0.5507975816726685,0.699999988079071,0.0,0.006654982605073303
2,20250501_180605_858044,output/rgb/20250501_180605_858044.jpg,output/depth/20250501_180605_858044.png,0.0025495626032352448,0.0005389945581555367,9.822308540344238,6.787016172893345e-05,-0.000569318188354373,-1.165999606200785e-06,-0.17096926271915436,0.699999988079071,0.0,0.011978986220304069
3,20250501_180605_904047,output/rgb/20250501_180605_904047.jpg,output/depth/20250501_180605_904047.png,2.0402949303388596e-06,0.0029637457337230444,9.767245292663574,1.3466943528328557e-05,-0.00011362558143446222,-2.426370429020608e-07,-0.1709882616996765,0.699999988079071,0.0,0.004774277917079633
4,20250501_180605_950041,output/rgb/20250501_180605_950041.jpg,output/depth/20250501_180605_950041.png,-7.900962373241782e-07,0.0001560467790113762,9.80737590789795,1.6767125998740084e-05,-0.00016009985120035708,-3.341103536058654e-07,-0.17098477482795715,0.699999988079071,0.0,0.0035755198404907626
5,20250501_180605_997043,output/rgb/20250501_180605_997043.jpg,output/depth/20250501_180605_997043.png,2.8102658689022064e-07,0.0006244393298402429,9.800951957702637,2.5047961571544874e-06,-2.262724592583254e-05,-5.334708674809008e-08,-0.17098866403102875,0.699999988079071,0.0,0.001619983249227174
6,20250501_180606_042045,output/rgb/20250501_180606_042045.jpg,output/depth/20250501_180606_042045.png,2.440225124359131,-0.26521968841552734,9.810881614685059,0.015625057741999626,-0.008673833683133125,-0.028770212084054947,-0.17102111876010895,0.699999988079071,0.0,2.0863975402308816
7,20250501_180606_085047,output/rgb/20250501_180606_085047.jpg,output/depth/20250501_180606_085047.png,2.827284574508667,-0.25660276412963867,9.78630256652832,0.011435440741479397,-0.0053619095124304295,-0.06444501131772995,-0.17102111876010895,0.699999988079071,0.0,4.38828001117781
8,20250501_180606_132042,output/rgb/20250501_180606_132042.jpg,output/depth/20250501_180606_132042.png,3.6348304748535156,-0.15308761596679688,9.840943336486816,0.010791050270199776,-0.002707932610064745,-0.1034141406416893,-0.14844918251037598,0.699999988079071,0.0,7.746390756377551
9,20250501_180606_177045,output/rgb/20250501_180606_177045.jpg,output/depth/20250501_180606_177045.png,2.576404333114624,-0.3057248592376709,9.8087158203125,-0.0037722112610936165,-0.0009930479573085904,-0.12724067270755768,-0.14153200387954712,0.699999988079071,0.0,9.142526912490327
10,20250501_180606_222046,output/rgb/20250501_180606_222046.jpg,output/depth/20250501_180606_222046.png,2.3377394676208496,-0.4458974599838257,9.784858703613281,-0.004893447272479534,0.0003452071687206626,-0.13628865778446198,-0.12725360691547394,0.699999988079071,0.0,11.254947996827635
11,20250501_180606_264047,output/rgb/20250501_180606_264047.jpg,output/depth/20250501_180606_264047.png,2.3485605716705322,0.682375431060791,9.776434898376465,-0.0013262312859296799,0.019225304946303368,-0.11057047545909882,-0.08020767569541931,0.699999988079071,0.0,12.862022085579797
12,20250501_180606_309045,output/rgb/20250501_180606_309045.jpg,output/depth/20250501_180606_309045.png,2.167865037918091,-0.2461627721786499,9.787506103515625,-0.0016731872456148267,0.0015284860273823142,-0.1044706255197525,-0.07338656485080719,0.699999988079071,0.0,14.025544333008714
13,20250501_180606_356046,output/rgb/20250501_180606_356046.jpg,output/depth/20250501_180606_356046.png,1.9955687522888184,-0.550810694694519,9.79769229888916,-0.0019034188007935882,-0.001020698924548924,-0.0890563577413559,-0.059108667075634,0.6437180638313293,0.0,15.463313014323278
14,20250501_180606_399042,output/rgb/20250501_180606_399042.jpg,output/depth/20250501_180606_399042.png,1.3629937171936035,2.952540874481201,9.809082984924316,0.004240218549966812,0.06972640007734299,0.028428226709365845,0.05720095708966255,0.5168552398681641,0.0,16.65898916709274
15,20250501_180606_446043,output/rgb/20250501_180606_446043.jpg,output/depth/20250501_180606_446043.png,0.7035982012748718,0.4794308543205261,9.807443618774414,-0.00552503252401948,0.012152048759162426,0.0977148488163948,0.04706273972988129,0.37210264801979065,0.0,17.02241070369222
16,20250501_180606_491043,output/rgb/20250501_180606_491043.jpg,output/depth/20250501_180606_491043.png,-0.32348570227622986,0.39299458265304565,9.817357063293457,-0.010669747367501259,-0.006224056240171194,0.08140083402395248,0.02885979413986206,0.3780181407928467,0.0,16.739983278953208
17,20250501_180606_536046,output/rgb/20250501_180606_536046.jpg,output/depth/20250501_180606_536046.png,-0.6235998868942261,0.22637030482292175,9.798506736755371,-0.008243689313530922,-0.008345606736838818,0.04926446080207825,0.046954505145549774,0.4406382143497467,0.0,16.404061705862137
18,20250501_180606_580044,output/rgb/20250501_180606_580044.jpg,output/depth/20250501_180606_580044.png,-0.35192233324050903,0.3424760103225708,9.791251182556152,-0.0017010571900755167,0.0012844004668295383,0.07774069905281067,0.06356094777584076,0.50051349401474,0.0,16.122640249890342
19,20250501_180606_624043,output/rgb/20250501_180606_624043.jpg,output/depth/20250501_180606_624043.png,0.08212935924530029,0.4707490801811218,9.796649932861328,0.0026313296984881163,0.0023563336580991745,0.1046084612607956,0.08953297138214111,0.5153302550315857,0.0,16.21432914383995
20,20250501_180606_671044,output/rgb/20250501_180606_671044.jpg,output/depth/20250501_180606_671044.png,0.28610944747924805,0.674628734588623,9.80406379699707,0.0032014173921197653,0.0042587872594594955,0.14775197207927704,0.11258847266435623,0.48551222681999207,0.0,16.415099640668657
21,20250501_180606_715045,output/rgb/20250501_180606_715045.jpg,output/depth/20250501_180606_715045.png,0.1656816005706787,0.8589890003204346,9.80756664276123,0.0009293427574448287,0.0033490383066236973,0.18662212789058685,0.0821656659245491,0.45872601866722107,0.0,16.5622087185889
22,20250501_180606_760042,output/rgb/20250501_180606_760042.jpg,output/depth/20250501_180606_760042.png,0.030582308769226074,0.6504194140434265,9.813434600830078,-0.00011970295599894598,-0.011682284064590931,0.13935482501983643,0.010018404573202133,0.4488215446472168,0.0,16.5662321424553
23,20250501_180606_807045,output/rgb/20250501_180606_807045.jpg,output/depth/20250501_180606_807045.png,-0.07695812731981277,0.09389162808656693,9.810747146606445,0.0003233034221921116,-0.02616569586098194,0.02028421312570572,-0.045118287205696106,0.45549434423446655,0.0,16.49783498364783
24,20250501_180606_852050,output/rgb/20250501_180606_852050.jpg,output/depth/20250501_180606_852050.png,-0.06696933507919312,-0.3450644612312317,9.801648139953613,-4.975803676643409e-05,-0.01040802150964737,-0.07280740886926651,-0.04362284019589424,0.46243831515312195,0.0,16.446112426571997
25,20250501_180606_898044,output/rgb/20250501_180606_898044.jpg,output/depth/20250501_180606_898044.png,-0.011234402656555176,0.9402474164962769,9.80827808380127,-0.0009495053673163056,0.031006162986159325,-0.028287304565310478,-0.005534040275961161,0.4770110845565796,0.0,16.43012225596257
26,20250501_180606_944043,output/rgb/20250501_180606_944043.jpg,output/depth/20250501_180606_944043.png,0.05441371351480484,-0.018393516540527344,9.809453010559082,0.00033296170295216143,0.0094429487362504,-0.008815724402666092,-0.004931241739541292,0.4761841893196106,0.0,16.458618619460083
27,20250501_180606_989043,output/rgb/20250501_180606_989043.jpg,output/depth/20250501_180606_989043.png,0.06437814235687256,0.2131997048854828,9.810440063476562,0.00023560182307846844,0.006057335529476404,0.00021994014969095588,0.002176643582060933,0.47052985429763794,0.0,16.50052865661616
28,20250501_180607_039043,output/rgb/20250501_180607_039043.jpg,output/depth/20250501_180607_039043.png,0.028666246682405472,-0.04142596572637558,9.811335563659668,1.9914084987249225e-05,-0.0010295587126165628,0.0015673774760216475,0.0004271315992809832,0.4656229019165039,0.0,16.520637475418845
29,20250501_180607_083043,output/rgb/20250501_180607_083043.jpg,output/depth/20250501_180607_083043.png,-0.008098811842501163,-0.018181445077061653,9.810712814331055,-0.00022716361854691058,-0.001478272839449346,-4.793878906639293e-05,-0.00021915853722020984,0.46476852893829346,0.0,16.51614693892566
30,20250501_180607_128044,output/rgb/20250501_180607_128044.jpg,output/depth/20250501_180607_128044.png,-0.017665626481175423,-0.004736943170428276,9.809572219848633,-0.0002134495589416474,-0.0006378077086992562,-0.0004469082341529429,-0.0002834118204191327,0.46704092621803284,0.0,16.503212842873822
31,20250501_180607_169042,output/rgb/20250501_180607_169042.jpg,output/depth/20250501_180607_169042.png,-0.0050906832329928875,-0.00264785997569561,9.809371948242188,-1.7112703062593937e-05,-0.00020524364663287997,-0.0005525128799490631,-0.0003301446558907628,0.4691040515899658,0.0,16.498948903953046
32,20250501_180607_214045,output/rgb/20250501_180607_214045.jpg,output/depth/20250501_180607_214045.png,0.00987708568572998,-0.003916648216545582,9.809624671936035,0.0001171174953924492,-8.781114593148232e-05,-0.0008504578145220876,-0.0006704016705043614,0.4706774652004242,0.0,16.506359326086812
33,20250501_180607_259043,output/rgb/20250501_180607_259043.jpg,output/depth/20250501_180607_259043.png,0.022332174703478813,-0.005567142739892006,9.81003475189209,0.00011715520668076351,-2.110188506776467e-05,-0.001137579558417201,-0.0010361789027228951,0.4698811173439026,0.0,16.519196924027444
34,20250501_180607_304044,output/rgb/20250501_180607_304044.jpg,output/depth/20250501_180607_304044.png,0.012275001965463161,-0.007270640693604946,9.810335159301758,3.9280646888073534e-05,-4.967480344930664e-05,-0.0017618234269320965,-0.0011792922159656882,0.4688299894332886,0.0,16.530024408668297
35,20250501_180607_346043,output/rgb/20250501_180607_346043.jpg,output/depth/20250501_180607_346043.png,0.006689194589853287,-0.025848640128970146,9.810163497924805,-2.787659650493879e-05,-0.00032852840377017856,-0.002586717950180173,-0.0016518102493137121,0.46884116530418396,0.0,16.535624784558287
36,20250501_180607_390042,output/rgb/20250501_180607_390042.jpg,output/depth/20250501_180607_390042.png,-0.000613359734416008,-0.019834259524941444,9.809922218322754,-3.7356923712650314e-05,-0.000273733283393085,-0.0035693964455276728,-0.0021295505575835705,0.46902474761009216,0.0,16.538953869699036
37,20250501_180607_433045,output/rgb/20250501_180607_433045.jpg,output/depth/20250501_180607_433045.png,0.009592922404408455,-0.01357781607657671,9.80979061126709,-2.0743034838233143e-05,0.00017441953241359442,-0.002866609487682581,-0.001667275559157133,0.4694198966026306,0.0,16.542892820529563
38,20250501_180607_477042,output/rgb/20250501_180607_477042.jpg,output/depth/20250501_180607_477042.png,0.0069426968693733215,-0.018963363021612167,9.80993366241455,1.1203122994629666e-05,-0.00021187015227042139,-0.004148679785430431,-0.002283887704834342,0.4698803126811981,0.0,16.55401885163991
39,20250501_180607_553046,output/rgb/20250501_180607_553046.jpg,output/depth/20250501_180607_553046.png,0.005501424893736839,-0.026727614924311638,9.810041427612305,1.614885331946425e-05,-0.00028010644018650055,-0.004852581303566694,-0.002886712085455656,0.4698013365268707,0.0,16.55850701779186
40,20250501_180607_595043,output/rgb/20250501_180607_595043.jpg,output/depth/20250501_180607_595043.png,0.005912210792303085,-0.012509150430560112,9.810059547424316,-1.618874193809461e-05,0.0003539980680216104,-0.003852380206808448,-0.002194981789216399,0.46943193674087524,0.0,16.56339171756581
41,20250501_180607_647043,output/rgb/20250501_180607_647043.jpg,output/depth/20250501_180607_647043.png,0.00697835348546505,-0.019878443330526352,9.810039520263672,-1.0264975571772084e-05,-4.8709396651247516e-05,-0.004313564393669367,-0.002334978198632598,0.4698602557182312,0.0,16.56860391728261
42,20250501_180607_693045,output/rgb/20250501_180607_693045.jpg,output/depth/20250501_180607_693045.png,0.005792057141661644,-0.018121466040611267,9.809906005859375,-1.7948987078852952e-06,1.6676031009410508e-05,-0.003997801803052425,-0.002334978198632598,0.4698602557182312,0.0,16.57304491138968
43,20250501_180607_737045,output/rgb/20250501_180607_737045.jpg,output/depth/20250501_180607_737045.png,0.0071253227069973946,-0.015336155891418457,9.810132026672363,-6.815162123530172e-07,0.00011257847654633224,-0.0036162659525871277,-0.002094866707921028,0.4701632261276245,0.0,16.577667716276096
44,20250501_180607_780047,output/rgb/20250501_180607_780047.jpg,output/depth/20250501_180607_780047.png,0.01012799795717001,0.005228125490248203,9.810036659240723,-2.8482713787525427e-06,0.0004278200794942677,-0.002836761297658086,-0.001479526050388813,0.47036510705947876,0.0,16.58436594004732
45,20250501_180607_823042,output/rgb/20250501_180607_823042.jpg,output/depth/20250501_180607_823042.png,0.009325508028268814,-0.02897581085562706,9.809988975524902,1.420021362719126e-05,-0.0002937349781859666,-0.003144657937809825,-0.001978433458134532,0.47028425335884094,0.0,16.588590538592857
46,20250501_180607_868044,output/rgb/20250501_180607_868044.jpg,output/depth/20250501_180607_868044.png,0.007157567888498306,-0.015166433528065681,9.810026168823242,-6.425514129659859e-07,-4.668384281103499e-05,-0.0032626257743686438,-0.0018986358772963285,0.470236599445343,0.0,16.59367326771045
